step,epoch,loss,mean_token_accuracy,learning_rate,grad_norm,entropy,num_tokens
1,0.011267605633802818,1.7871129512786865,0.73573999106884,0.0001,10.928152084350586,0.3948274105787277,2606.0
2,0.022535211267605635,1.3193202018737793,0.7801394462585449,9.9375e-05,4.919926166534424,0.4572918638586998,5212.0
3,0.03380281690140845,0.7633503675460815,0.8500000089406967,9.875000000000002e-05,3.2902238368988037,0.4574374631047249,7748.0
4,0.04507042253521127,0.5717555284500122,0.871052622795105,9.8125e-05,4.328246593475342,0.5655594766139984,10284.0
5,0.056338028169014086,0.5847941637039185,0.8408232033252716,9.75e-05,2.883510112762451,0.6722993552684784,12890.0
6,0.0676056338028169,0.4100778102874756,0.8868421018123627,9.687500000000001e-05,2.0441412925720215,0.6181093603372574,15426.0
7,0.07887323943661972,0.28952693939208984,0.9421052783727646,9.625000000000001e-05,1.2710697650909424,0.5635974407196045,17962.0
8,0.09014084507042254,0.21000342071056366,0.9578947424888611,9.562500000000001e-05,0.8658022284507751,0.4294775500893593,20498.0
9,0.10140845070422536,0.14667260646820068,0.9578947424888611,9.5e-05,0.6107720136642456,0.28534405678510666,23034.0
10,0.11267605633802817,0.12282946705818176,0.9657894670963287,9.4375e-05,0.8587138652801514,0.16436851397156715,25570.0
11,0.12394366197183099,0.11803196370601654,0.972379669547081,9.375e-05,0.6209896802902222,0.17175528407096863,28176.0
12,0.1352112676056338,0.11519883573055267,0.9750112444162369,9.3125e-05,0.5531556606292725,0.11963737942278385,30782.0
13,0.14647887323943662,0.04376256465911865,0.9868420958518982,9.250000000000001e-05,0.5371889472007751,0.05910905543714762,33318.0
14,0.15774647887323945,0.07692622393369675,0.9750112444162369,9.1875e-05,0.9607037305831909,0.08044570405036211,35924.0
15,0.16901408450704225,0.028970547020435333,0.9868420958518982,9.125e-05,0.5268840193748474,0.026745302136987448,38460.0
16,0.18028169014084508,0.06218202784657478,0.9868420958518982,9.062500000000001e-05,1.1126559972763062,0.02067507687024772,40996.0
17,0.19154929577464788,0.07133501768112183,0.9745164215564728,9e-05,0.5886595845222473,0.05129346530884504,43602.0
18,0.2028169014084507,0.06488317251205444,0.9797795712947845,8.9375e-05,0.5259467959403992,0.07150436192750931,46278.0
19,0.2140845070422535,0.01601247675716877,0.9921052604913712,8.875e-05,0.5947752594947815,0.0232205125503242,48814.0
20,0.22535211267605634,0.0273131113499403,0.9878317713737488,8.8125e-05,0.4295679032802582,0.03666399489156902,51420.0
21,0.23661971830985915,0.01805337332189083,0.9921052753925323,8.75e-05,0.27956005930900574,0.016404033405706286,53956.0
22,0.24788732394366197,0.006976771634072065,1.0,8.687500000000001e-05,0.17982448637485504,0.01829362311400473,56492.0
23,0.2591549295774648,0.012423518113791943,0.9952316731214523,8.625000000000001e-05,0.184115469455719,0.022765444358810782,59098.0
24,0.2704225352112676,0.0030635613948106766,1.0,8.5625e-05,0.0898888036608696,0.01086157001554966,61634.0
25,0.28169014084507044,0.023588860407471657,0.9894737005233765,8.5e-05,0.3964683413505554,0.014875218272209167,64170.0
26,0.29295774647887324,0.010890688747167587,0.9894736856222153,8.4375e-05,0.4665393531322479,0.013915667310357094,66706.0
27,0.30422535211267604,0.0027306564152240753,1.0,8.375e-05,0.07294375449419022,0.010380460764281452,69242.0
28,0.3154929577464789,0.006156016606837511,0.9973684251308441,8.312500000000001e-05,0.17951461672782898,0.013189191347919405,71848.0
29,0.3267605633802817,0.01750955358147621,0.9957264959812164,8.25e-05,0.4039047062397003,0.013577913399785757,74524.0
30,0.3380281690140845,0.023554496467113495,0.9935897439718246,8.1875e-05,0.5307784080505371,0.012275725952349603,77200.0
31,0.3492957746478873,0.005868945270776749,0.9973684251308441,8.125000000000001e-05,0.09800981730222702,0.008139142184518278,79806.0
32,0.36056338028169016,0.011686630547046661,0.9973684251308441,8.062500000000001e-05,0.20730993151664734,0.011168387485668063,82482.0
33,0.37183098591549296,0.002265758579596877,1.0,8e-05,0.05243049934506416,0.0075249349465593696,85088.0
34,0.38309859154929576,0.012321703135967255,0.9973684251308441,7.9375e-05,0.175863578915596,0.008052238204982132,87694.0
35,0.39436619718309857,0.005210404749959707,1.0,7.875e-05,0.16359056532382965,0.014971278375014663,90370.0
36,0.4056338028169014,0.005219494923949242,0.9973684251308441,7.8125e-05,0.3730434477329254,0.008786201244220138,92906.0
37,0.4169014084507042,0.00903354026377201,0.9978632479906082,7.75e-05,0.3313876986503601,0.011155266198329628,95582.0
38,0.428169014084507,0.002721951575949788,1.0,7.687500000000001e-05,0.07385135442018509,0.009208270465023816,98118.0
39,0.4394366197183099,0.012540381401777267,0.9952316731214523,7.625e-05,0.5648723244667053,0.00800721941050142,100724.0
40,0.4507042253521127,0.006085703149437904,0.9952316731214523,7.5625e-05,0.13629834353923798,0.007662854332011193,103330.0
41,0.4619718309859155,0.01272243820130825,0.9957264959812164,7.500000000000001e-05,0.5036896467208862,0.008070675248745829,105936.0
42,0.4732394366197183,0.0050530461594462395,0.9978632479906082,7.4375e-05,0.20712515711784363,0.008834823034703732,108612.0
43,0.48450704225352115,0.00352934910915792,1.0,7.375e-05,0.31860437989234924,0.011598149896599352,111288.0
44,0.49577464788732395,0.0059910728596150875,1.0,7.3125e-05,0.3645066022872925,0.015851244796067476,113894.0
45,0.5070422535211268,0.030308596789836884,0.9909581691026688,7.25e-05,0.911449670791626,0.01006729295477271,116570.0
46,0.5183098591549296,0.0038729035295546055,1.0,7.1875e-05,0.11897813528776169,0.009493958787061274,119176.0
47,0.5295774647887324,0.0036898397374898195,1.0,7.125000000000001e-05,0.13806085288524628,0.009648192673921585,121852.0
48,0.5408450704225352,0.0016871239058673382,1.0,7.062500000000001e-05,0.061153482645750046,0.005724767193896696,124388.0
49,0.5521126760563381,0.04411769658327103,0.994736835360527,7e-05,1.0897914171218872,0.005067074453108944,126924.0
50,0.5633802816901409,0.0009832404321059585,1.0,6.9375e-05,0.03964690491557121,0.004362716979812831,129460.0
51,0.5746478873239437,0.001722528482787311,1.0,6.875e-05,0.053464505821466446,0.005993027123622596,132066.0
52,0.5859154929577465,0.0014829771826043725,1.0,6.8125e-05,0.05483335629105568,0.004944064712617546,134602.0
53,0.5971830985915493,0.007387278601527214,0.9973684251308441,6.750000000000001e-05,0.2263173609972,0.004465734615223482,137138.0
54,0.6084507042253521,0.005991071462631226,0.9973684251308441,6.6875e-05,0.40258461236953735,0.004843841743422672,139674.0
55,0.6197183098591549,0.006330129690468311,0.9973684251308441,6.625e-05,0.26653817296028137,0.008629618852864951,142350.0
56,0.6309859154929578,0.0007562311366200447,1.0,6.562500000000001e-05,0.02484813891351223,0.003258233016822487,145026.0
57,0.6422535211267606,0.0004913468728773296,1.0,6.500000000000001e-05,0.01879407837986946,0.002405310224276036,147562.0
58,0.6535211267605634,0.0008494277717545629,1.0,6.4375e-05,0.03962111100554466,0.0035371951234992594,150098.0
59,0.6647887323943662,0.0008632373646833003,1.0,6.375e-05,0.029758788645267487,0.002990045220940374,152634.0
60,0.676056338028169,0.0011274778516963124,1.0,6.3125e-05,0.07877059280872345,0.0033110253571067005,155240.0
61,0.6873239436619718,0.0007007357780821621,1.0,6.25e-05,0.027856266126036644,0.0024106482014758512,157846.0
62,0.6985915492957746,0.0012583165662363172,1.0,6.1875e-05,0.04967314749956131,0.004071689734701067,160382.0
63,0.7098591549295775,0.0022340777795761824,1.0,6.125000000000001e-05,0.08191277831792831,0.004424270446179435,162988.0
64,0.7211267605633803,0.00015527350478805602,1.0,6.0624999999999996e-05,0.0051900348626077175,0.001123340116464533,165524.0
65,0.7323943661971831,0.0023054645862430334,0.9973684251308441,6e-05,0.09689387679100037,0.004223756739520468,168060.0
66,0.7436619718309859,0.014189898036420345,0.9957264959812164,5.9375e-05,0.31360796093940735,0.007617740222485736,170666.0
67,0.7549295774647887,0.0008116016397252679,1.0,5.8750000000000005e-05,0.04905927553772926,0.0037877673748880625,173412.0
68,0.7661971830985915,0.0025025231298059225,1.0,5.812500000000001e-05,0.16523084044456482,0.006164461781736463,175948.0
69,0.7774647887323943,0.0003995214938186109,1.0,5.7499999999999995e-05,0.019830916076898575,0.0019903928914573044,178484.0
70,0.7887323943661971,0.0005450515891425312,1.0,5.6875e-05,0.0265719722956419,0.0026202804583590478,181020.0
71,0.8,0.00013919334742240608,1.0,5.6250000000000005e-05,0.005423965398222208,0.0011126708413939923,183556.0
72,0.8112676056338028,0.0005091081839054823,1.0,5.5625000000000004e-05,0.022994033992290497,0.0026397879992146045,186162.0
73,0.8225352112676056,0.0026896633207798004,1.0,5.500000000000001e-05,0.10416240990161896,0.005601175012998283,188838.0
74,0.8338028169014085,0.00031815023976378143,1.0,5.4375e-05,0.015346376225352287,0.00175591107836226,191444.0
75,0.8450704225352113,0.00026197455008514225,1.0,5.375e-05,0.011052548885345459,0.0016713840304873884,194050.0
76,0.856338028169014,0.016570212319493294,0.994736835360527,5.3125000000000004e-05,0.6352951526641846,0.001975394901819527,196656.0
77,0.8676056338028169,0.0011255600256845355,1.0,5.25e-05,0.07909783720970154,0.00245306969009107,199262.0
78,0.8788732394366198,0.0003624735400080681,1.0,5.187500000000001e-05,0.019476210698485374,0.002091395464958623,201938.0
79,0.8901408450704226,0.00019951531430706382,1.0,5.125e-05,0.009295869618654251,0.0012249004794284701,204544.0
80,0.9014084507042254,0.00034628258435986936,1.0,5.0625e-05,0.03043973818421364,0.0020420647342689335,207220.0
81,0.9126760563380282,0.0005576226394623518,1.0,5e-05,0.05646877363324165,0.0028914524882566184,209826.0
82,0.923943661971831,0.00021978504082653672,1.0,4.937500000000001e-05,0.015374104492366314,0.0015549210220342502,212502.0
83,0.9352112676056338,0.001896614208817482,1.0,4.875e-05,0.12750542163848877,0.005790384573629126,215108.0
84,0.9464788732394366,0.022936109453439713,0.9935897439718246,4.8125000000000004e-05,0.580531895160675,0.0046171488356776536,217784.0
85,0.9577464788732394,0.0004675945674534887,1.0,4.75e-05,0.06924612075090408,0.0021032300574006513,220390.0
86,0.9690140845070423,0.0006563590723089874,1.0,4.6875e-05,0.040507521480321884,0.0028609504806809127,222926.0
87,0.9802816901408451,0.000161770309205167,1.0,4.6250000000000006e-05,0.007182106841355562,0.0010924886737484485,225532.0
88,0.9915492957746479,8.91579911694862e-05,1.0,4.5625e-05,0.0030791808385401964,0.0008016755891731009,228138.0
89,1.0,0.0004002607020083815,1.0,4.5e-05,0.02916400134563446,0.00162125239148736,230040.0
90,1.0112676056338028,0.00025859090965241194,1.0,4.4375e-05,0.016606979072093964,0.0014887371798977256,232646.0
91,1.0225352112676056,0.0006348463939502835,1.0,4.375e-05,0.03215804323554039,0.0025705112566356547,235322.0
92,1.0338028169014084,0.001102364039979875,1.0,4.3125000000000005e-05,0.10479439795017242,0.002708257976337336,237928.0
93,1.0450704225352112,0.00031024636700749397,1.0,4.25e-05,0.03498188778758049,0.0014401538501260802,240534.0
94,1.056338028169014,0.0007094652974046767,1.0,4.1875e-05,0.06588664650917053,0.0024970747472252697,243140.0
95,1.0676056338028168,0.0024906028993427753,0.9973684251308441,4.125e-05,0.23635117709636688,0.003931365528842434,245886.0
96,1.0788732394366196,0.00010021659545600414,1.0,4.0625000000000005e-05,0.006667292211204767,0.0007897174800746143,248422.0
97,1.0901408450704226,7.563509279862046e-05,1.0,4e-05,0.0038662569131702185,0.0006799354814575054,251028.0
98,1.1014084507042254,6.216044130269438e-05,1.0,3.9375e-05,0.0024439783301204443,0.0005903374767513014,253564.0
99,1.1126760563380282,0.012385301291942596,0.994736835360527,3.875e-05,0.5597035884857178,0.0026793780270963907,256100.0
100,1.123943661971831,0.012243671342730522,0.994736835360527,3.8125e-05,0.4896303415298462,0.005012157431337982,258776.0
101,1.1352112676056338,0.0016785903135314584,1.0,3.7500000000000003e-05,0.13609592616558075,0.0031928477619658224,261452.0
102,1.1464788732394366,9.87363891908899e-05,1.0,3.6875e-05,0.005416778847575188,0.0007683955700485967,263988.0
103,1.1577464788732394,0.0003091431863140315,1.0,3.625e-05,0.019997118040919304,0.001647088400204666,266524.0
104,1.1690140845070423,0.00012709943985100836,1.0,3.5625000000000005e-05,0.006170585285872221,0.0009598591786925681,269060.0
105,1.180281690140845,0.0001620071561774239,1.0,3.5e-05,0.011889598332345486,0.0010050681448774412,271596.0
106,1.1915492957746479,0.00023897331266198307,1.0,3.4375e-05,0.013981879688799381,0.0014128174661891535,274132.0
107,1.2028169014084507,0.0007024495280347764,1.0,3.375000000000001e-05,0.09207703918218613,0.0031402356107719243,276738.0
108,1.2140845070422535,0.005721886642277241,0.9973684251308441,3.3125e-05,0.5224497318267822,0.004368826950667426,279274.0
109,1.2253521126760563,0.0076180328615009785,0.9921052753925323,3.2500000000000004e-05,0.8133124709129333,0.008595736784627661,281810.0
110,1.236619718309859,6.041727101546712e-05,1.0,3.1875e-05,0.0016272347420454025,0.0006110683680162765,284416.0
111,1.247887323943662,0.01109827309846878,0.9952316731214523,3.125e-05,0.7488785982131958,0.007961954164784402,287022.0
112,1.2591549295774649,0.00011308340617688373,1.0,3.0625000000000006e-05,0.00441011181101203,0.0008865249255904928,289558.0
113,1.2704225352112677,0.00016289351333398372,1.0,3e-05,0.006974466145038605,0.0010958465427393094,292164.0
114,1.2816901408450705,0.001583387958817184,1.0,2.9375000000000003e-05,0.13327781856060028,0.0032209999189944938,294700.0
115,1.2929577464788733,0.0004629608301911503,1.0,2.8749999999999997e-05,0.03154115751385689,0.002021560285356827,297306.0
116,1.304225352112676,0.0004291923251003027,1.0,2.8125000000000003e-05,0.04008464515209198,0.002077014680253342,299842.0
117,1.315492957746479,0.0013382805045694113,1.0,2.7500000000000004e-05,0.1253913789987564,0.004418573837028816,302448.0
118,1.3267605633802817,0.00029818995972163975,1.0,2.6875e-05,0.03060215525329113,0.001565830440085847,304984.0
119,1.3380281690140845,0.0036400838289409876,0.9973684251308441,2.625e-05,0.4353421926498413,0.003770090057514608,307520.0
120,1.3492957746478873,0.013543100096285343,0.9947368502616882,2.5625e-05,0.5975818634033203,0.005320863565430045,310126.0
121,1.36056338028169,0.001180386170744896,1.0,2.5e-05,0.1116178035736084,0.0033140875166282058,312662.0
122,1.371830985915493,0.000250921119004488,1.0,2.4375e-05,0.023104874417185783,0.0013790673983749002,315198.0
123,1.3830985915492957,0.0018355073407292366,1.0,2.375e-05,0.1354610174894333,0.0031908537712297402,317734.0
124,1.3943661971830985,0.0012928961077705026,1.0,2.3125000000000003e-05,0.11120981723070145,0.0034241181128891185,320340.0
125,1.4056338028169013,0.0001383582566631958,1.0,2.25e-05,0.011748747900128365,0.0009174952647299506,322876.0
126,1.4169014084507041,0.0010927116964012384,1.0,2.1875e-05,0.10199332982301712,0.003932545121642761,325412.0
127,1.428169014084507,0.000488700345158577,1.0,2.125e-05,0.018244486302137375,0.0024463221488986164,328088.0
128,1.43943661971831,0.0008067404269240797,1.0,2.0625e-05,0.0433918796479702,0.0033098978165071458,330694.0
129,1.4507042253521127,0.0029524907004088163,0.9978632479906082,2e-05,0.1782364547252655,0.0038850312121212482,333300.0
130,1.4619718309859155,0.0009181119967252016,1.0,1.9375e-05,0.035051051527261734,0.003639225658844225,336046.0
131,1.4732394366197183,0.00015874840028118342,1.0,1.8750000000000002e-05,0.008633495308458805,0.0010441881386213936,338652.0
132,1.4845070422535211,8.387913112528622e-05,1.0,1.8125e-05,0.004213225096464157,0.0006904121473780833,341188.0
133,1.495774647887324,0.00032128015300258994,1.0,1.75e-05,0.0167788565158844,0.0018852499488275498,343794.0
134,1.5070422535211268,8.635426638647914e-05,1.0,1.6875000000000004e-05,0.004282866604626179,0.0007186583679867908,346330.0
135,1.5183098591549296,0.0006524727796204388,1.0,1.6250000000000002e-05,0.04971979185938835,0.002314387573278509,348936.0
136,1.5295774647887324,0.0012785939034074545,1.0,1.5625e-05,0.09745466709136963,0.0025659576640464365,351542.0
137,1.5408450704225352,0.0011726986849680543,1.0,1.5e-05,0.08556612581014633,0.003296096867416054,354148.0
138,1.5521126760563382,0.002845830749720335,0.9973684251308441,1.4374999999999999e-05,0.1656552106142044,0.0032231432414846495,356684.0
139,1.563380281690141,6.064207627787255e-05,1.0,1.3750000000000002e-05,0.0031296408269554377,0.0005509514230652712,359220.0
140,1.5746478873239438,0.0005478119710460305,1.0,1.3125e-05,0.031236786395311356,0.002674366536666639,361896.0
141,1.5859154929577466,0.00024307690910063684,1.0,1.25e-05,0.010284867137670517,0.0015252380107995123,364572.0
142,1.5971830985915494,0.001924209063872695,1.0,1.1875e-05,0.14192962646484375,0.004536665641353466,367248.0
143,1.6084507042253522,0.0032429189886897802,0.9978632479906082,1.125e-05,0.15670017898082733,0.00433738567517139,369924.0
144,1.619718309859155,0.0008574395906180143,1.0,1.0625e-05,0.07121119648218155,0.002231555394246243,372530.0
145,1.6309859154929578,0.0013559467624872923,1.0,1e-05,0.08671311289072037,0.0034761438582791016,375066.0
146,1.6422535211267606,0.0004525024851318449,1.0,9.375000000000001e-06,0.030223554000258446,0.0021148882806301117,377672.0
147,1.6535211267605634,0.00041999254608526826,1.0,8.75e-06,0.03896358236670494,0.0016835466958582401,380208.0
148,1.6647887323943662,0.0002942902210634202,1.0,8.125000000000001e-06,0.02894296683371067,0.0013202090995036997,382814.0
149,1.676056338028169,0.002120423596352339,1.0,7.5e-06,0.12236614525318146,0.004057000718603376,385420.0
150,1.6873239436619718,0.00012417841935530305,1.0,6.875000000000001e-06,0.006811975967139006,0.0008688103916938417,387956.0
151,1.6985915492957746,0.0003795982338488102,1.0,6.25e-06,0.045034363865852356,0.0018082319948007353,390562.0
152,1.7098591549295774,0.0006175146554596722,1.0,5.625e-06,0.04998575150966644,0.0023688087312621064,393168.0
153,1.7211267605633802,0.001686544856056571,1.0,5e-06,0.06170426309108734,0.004026657225040253,395774.0
154,1.732394366197183,0.000780980393756181,1.0,4.375e-06,0.0638895183801651,0.0026804777735378593,398310.0
155,1.7436619718309858,0.0004245488962624222,1.0,3.75e-06,0.01744791492819786,0.0021119325974723324,400986.0
156,1.7549295774647886,4.928018825012259e-05,1.0,3.125e-06,0.0015629937406629324,0.0005085162702016532,403522.0
157,1.7661971830985914,0.0007100352086126804,1.0,2.5e-06,0.05887654051184654,0.0025305955932708457,406128.0
158,1.7774647887323942,0.00017915136413648725,1.0,1.875e-06,0.011877967976033688,0.0010276492539560422,408664.0
159,1.788732394366197,5.1178976718802005e-05,1.0,1.25e-06,0.0012674449244514108,0.0005348309568944387,411340.0
160,1.8,0.00020918365044053644,1.0,6.25e-07,0.014052256010472775,0.0012707975765806623,413946.0
